,kaptCode,heatC,heatP,gasC,gasP,waterHotC,waterHotP,electC,electP,waterCoolC,waterCoolP
0,A10071301,,,0,0,0,0,,,,
1,A10023352,,,,,,,,,,
2,A10026849,,,,,,,,,,
3,A10023356,,,,,,,,,,
4,A10023343,,,,,,,,,,
5,A10045403,,,,,0,0,,,2032030,19129890
6,A10045401,0,0,,,0,0,7079620,0,,
7,A10045601,,,0,0,0,0,3669180,31017640,494025,0
8,A10045302,,,140910,0,0,0,,,,
9,A10045404,0,0,0,0,0,0,,,3703920,28517340
10,A10045001,0,0,0,0,0,0,,,975340,8756770
11,A10045402,,,69680,0,0,0,-219430,9682000,0,0
12,A10078901,0,0,0,0,0,0,,,,
13,A10078902,,,0,0,0,0,0,3655940,,
14,A10045301,,,,,0,0,3150640,28897080,264630,21498110
15,A10078103,,,0,0,0,0,,,0,2396710
16,A10078102,,,,,,,,,,
17,A10045002,0,0,,,0,0,,,8309750,16022710
18,A13302201,0,0,,,0,0,,,66600,4348490
19,A10025456,,,,,0,0,,,,
20,A10025372,,,,,0,0,,,,
21,A10044002,0,0,,,0,0,3604720,68827600,,
22,A10044001,,,,,0,0,3542030,5413100,,
23,A10027364,0,0,,,0,0,4555211,11975590,,
24,A10024756,,,,,,,,,,
25,A10085902,0,0,,,0,0,827230,0,,
26,A10085903,,,,,0,0,6812320,20134210,,
27,A10080701,0,0,,,0,0,,,23570,3805080
28,A10026881,0,0,,,0,0,,,3777680,19646380
29,A10026517,0,0,,,0,0,1618003,9526460,,
